
Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Ambasada Airijoje (Nr.1) rinkimų apylinkė

Tėvynės sąjunga - Lietuvos krikščionys demokratai

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
71	GIEDRĖ PURVANECKIENĖ	29	
72	JŪRATĖ JUOZAITIENĖ	50	
73	GINTARĖ JANULAITYTĖ	121	
74	ALEKSANDRAS ZELTINIS	60	
75	SAULIUS MARGIS	111	1
76	JONAS BUDREVIČIUS	88	
77	EFREMA BITINIENĖ	105	
78	DARIUS RAZMISLEVIČIUS	78	1
79	VYTAUTAS SAULIS	65	
80	DOVILĖ ADAMONYTĖ	59	
81	VASILIJUS POPOVAS	93	
82	VAIDA ALEKNAVIČIENĖ	49	
83	ONA BABONIENĖ	55	
84	MARGARITA JANKAUSKAITĖ	90	
85	RASA ŠNAPŠTIENĖ	54	
86	RENATA DRULIENĖ	40	
87	MANTAS VARAŠKA	136	1
88	ALGIS MIŠKINIS	114	
89	VYTAUTAS ZALIECKAS	73	
90	GINTAUTAS SITNIKAS	113	
91	MARIUS MUIŽINIKAS	96	
92	BRONISLAVAS POLITA	137	
93	BENEDIKTAS PETRAUSKAS	98	
94	JŪRATĖ ZAILSKIENĖ	100	
95	ALGIRDAS RASLANAS	82	
96	JULIUS PAGOJUS	68	
97	IRENA SIRUSIENĖ	67	
98	VALDAS ŠEREIKA	139	
99	KĘSTUTIS VILKAUSKAS	130	
100	ERNESTA APANAVIČIŪTĖ	69	
101	DAINIUS BUDRYS	83	
102	DONATAS DEGENIS	107	
103	KLAVDIJA STEPANOVA	63	
104	ALGIRDAS MARKEVIČIUS	138	
105	ASTA JASIŪNIENĖ	95	
106	ANTANAS VALYS	76	
107	DARIUS ŠINKŪNAS	135	
108	ARVYDAS VAITKUS	129	
109	SERGEJUS TICHOMIROVAS	122	
110	ALGIS VAITKEVIČIUS	118	
111	LINA KYBARTAITĖ-JOKUBAUSKIENĖ	104	
112	SAULIUS POVILAITIS	92	
113	LIUDAS JONAITIS	127	
114	ALGIS ČEPULIS	125	
115	KĘSTUTIS KVARACIEJUS	133	
116	DONATAS AUGULIS	123	
117	IRENA KALKIENĖ	80	
118	DAIVA ČERNIUVIENĖ	120	
119	ALGIRDAS ŠEŠELGIS	102	
120	ROLANDAS ZUOZA	128	
121	JUSTINAS SARTAUSKAS	91	
122	DALIA SAVICKAITĖ	124	
123	ARVYDAS BALČIŪNAS	126	
124	LIGITA LIUTIKIENĖ	109	
125	ZDISLAVAS SKVARCIANY	110	
126	JANINA GAIDŽIŪNAITĖ	108	
127	VIDA MARTIŠIENĖ	84	
128	LIJANA KAIRIENĖ	85	
129	PATRICIJA PODERYTĖ	116	
130	DANAS PALUCKAS	106	
131	VALENTIN GAVRILOV	117	
132	ARTŪRAS RUDOMANSKIS	115	
133	BERNARDINAS PETRAS VAINIUS	131	
134	AUGENIJUS CESEVIČIUS	134	
135	VIDA REKEŠIENĖ	94	1
136	ELENA ČEKIENĖ	64	
137	ANNA KUZNECOVIENĖ	89	
138	TEREZA SOTNIK	74	
139	JONAS KIRILIAUSKAS	112	
140	JANINA ŠOKAITIENĖ	79	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Generalinis konsulatas Los Andžele (Nr.67) rinkimų apylinkė

Lietuvos Respublikos liberalų sąjūdis

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	EUGENIJUS GENTVILAS	1	17
2	VIRGILIJUS ALEKNA	2	9
3	GINTARAS STEPONAVIČIUS	7	8
4	VIKTORIJA ČMILYTĖ-NIELSEN	4	8
5	VITALIJUS GAILIUS	3	6
6	AUŠRINĖ ARMONAITĖ	19	10
7	ARŪNAS GELŪNAS	5	8
8	KĘSTUTIS GLAVECKAS	9	4
9	SIMONAS GENTVILAS	6	8
10	ANDRIUS MAZURONIS	11	2
11	ARMINAS LYDEKA	23	5
12	ŽYDRŪNAS SAVICKAS	8	3
13	DALIA KUODYTĖ	10	3
14	ROMAS SADAUSKAS	20	8
15	ŠARŪNAS GUSTAINIS	22	3
16	DALIA TEIŠERSKYTĖ	28	
17	LINAS KVEDARAVIČIUS	21	1
18	SIMONAS KAIRYS	12	2
19	VINCAS JURGUTIS	39	4
20	ANDRIUS BAGDONAS	14	1
21	JULIJA MACKEVIČ	18	
22	MARIUS GOROCHOVSKIS	78	2
23	GIEDRĖ MENDOZA HERRERA	35	
24	JOLITA VAICKIENĖ	25	1
25	RIMANTAS MIKAITIS	32	
26	MARIJUS KAUKĖNAS	16	
27	LUKAS PAKELTIS	13	1
28	SKIRMANTAS TUMELIS	98	5
29	ARTŪRAS ŠULCAS	30	1
30	JONAS LIESYS	26	
31	VIDMANTAS MARTIKONIS	24	4
32	REMIGIJUS OSAUSKAS	15	
33	VYTAUTAS MITALAS	50	1
34	EGIDIJUS PAPEČKYS	141	
35	EDMUNDAS KVEDERIS	64	1
36	ASTA ULINSKAITĖ	140	
37	GINTARAS VAIČEKAUSKAS	73	
38	DARIUS STANKUS	38	
39	ONA BALŽEKIENĖ	44	1
40	VAIDAS BACYS	55	
41	APOLINARAS NICIUS	17	
42	RIMANTAS REMEIKA	48	4
43	SIGITAS ŠLIAŽAS	52	
44	SAULIUS BUCEVIČIUS	27	
45	RIČARDAS JUŠKA	34	
46	REDA ZAKARAUSKAITĖ	40	
47	MARTYNAS NAGEVIČIUS	84	1
48	DAIVA JUODELIENĖ	36	1
49	JUSTINA KAŠĖTAITĖ	51	
50	JONAS VARKALYS	59	
51	NIJOLĖ MAKŠTUTIENĖ	45	
52	BENJAMINAS MAŠALAITIS	54	
53	DAINIUS ŽILIUS	70	
54	ALGIRDAS GEČAS	92	
55	VALDEMARAS JAKŠTAS	33	
56	AUDRONĖ BALNIONIENĖ	37	
57	ANGELĖ JAKAVONYTĖ	49	
58	JUOZAS BAUBLYS	89	2
59	RITA BALČIŪNIENĖ	42	
60	DANUTĖ SKRUIBIENĖ	53	
61	TEISUTIS MAJAUSKAS	69	
62	AUŠRA NORVILIENĖ	82	
63	GINTARAS KLEIZA	136	
64	MARCIJONAS URMONAS	29	
65	TADAS LABUTIS	75	
66	ALBERTAS LAKŠTAUSKAS	47	
67	LEONIDAS SOLOGUBOVAS	61	
68	NIJOLĖ MATULIENĖ	60	1
69	KAROLIS BALČIŪNAS	80	
70	SAULIUS SINICKIS	96	
71	BRIGITA GAITANŽI	87	
72	VIRGINIJUS STEPONAVIČIUS	90	
73	NARŪNAS LENDRAITIS	66	
74	VILIJA GUCEVIČIŪTĖ	116	
75	GINTAUTAS KRILAVIČIUS	139	
76	SAULIUS LIEKIS	123	
77	MINDAUGAS SABALIAUSKAS	79	2
78	REDA KNEIZEVIČIENĖ	71	
79	GYTIS LUKOŠEVIČIUS	46	
80	ROLANDAS BAGDONAS	95	
81	KĘSTUTIS SAVICKAS	76	
82	REGINA RUPŠIENĖ	107	
83	RAMŪNAS MACIUKEVIČIUS	43	
84	GINTARAS ŠURNA	74	
85	AIVARAS VASYLIUS	83	
86	VIRGILIJUS EIDIMTAS	31	2
87	VAIDAS KUKARĖNAS	63	
88	VIRGINIJA CHOMENTAUSKAITĖ	109	
89	MINDAUGAS MAČERNIS	133	
90	VIDMANTAS VALANTIEJUS	81	
91	EDUARDAS PABARČIUS	41	4
92	MARIUS GURSKAS	137	1
93	MODESTAS PETRAITIS	68	
94	KASPARAS ADOMAITIS	132	
95	MARIJUS RIMAS	125	
96	INGA ABRUTYTĖ	115	
97	LIUDAS KAŠKONAS	138	
98	GEDIMINAS JEGELEVIČIUS	85	
99	ARVYDAS MARTINKĖNAS	117	
100	ŠARŪNAS SKUČAS	131	1
101	LINAS JUOZĖNAS	86	
102	GEDAS KUKANAUSKAS	72	
103	ROMUALDAS JABLONSKIS	101	
104	TOMAS EITUTIS	93	
105	VIDA ŠALČIUVIENĖ	58	
106	PAVEL KOVTUNEC	106	
107	MARIUS KAPOČIUS	97	
108	GINTARAS KARALEVIČIUS	77	
109	DALIUS DIRSĖ	114	
110	JONAS KIETAVIČIUS	108	
111	KĘSTUTIS BAGDANAVIČIUS	120	
112	VYTAS RUKŠĖNAS	130	
113	INGA MURAŠOVA	100	
114	MIGLĖ GRUCYTĖ-UŽGIENĖ	128	
115	SIGITAS BUTKUS	105	
116	DANUTĖ RAINIENĖ	91	
117	RYTAS PALTANAVIČIUS	65	
118	VYDUTIS ŠEREIKA	67	
119	MANTAS REUTAS	103	
120	RAMŪNAS BIELEVIČIUS	94	
121	VYTAUTAS DANILEVIČIUS	57	
122	MARIUS ČEPONAS	118	
123	STASYS VAINORAS	62	
124	JULITA PETRAVIČIENĖ	99	
125	AUDRIUS MASILIONIS	135	
126	GINTAUTAS BARTULIS	113	
127	AUŠRA ENDRIUKAITIENĖ	129	
128	EDMUNDAS JAKUBAUSKAS	56	
129	ARŪNAS RIMKUS	127	
130	TOMAS BAGINSKAS	112	
131	ZITA KUKURAITIENĖ	122	
132	VIRMANTAS PIKELIS	119	
133	PETRAS JURGILAS	111	
134	TAMAZAS DŽAVACHIŠVILIS	102	
135	VILMANTAS LIORANČAS	104	
136	VALDAS PETRAS MIKELIONIS	121	
137	RITA PETKEVIČIENĖ	110	
138	BENEDIKTAS KRASNIAUSKAS	134	
139	REMIGIJUS ZOLUBAS	126	
140	MAHIRAS GAMZAJEVAS	88	
141	VADIMAS ČIŽYS	124	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Generalinis konsulatas Los Andžele (Nr.67) rinkimų apylinkė

Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	NAGLIS PUTEIKIS	1	
2	KRISTUPAS AUGUSTAS KRIVICKAS	2	
3	LIGITAS KERNAGIS	3	
4	ALVYDAS MEDALINSKAS	6	
5	VYTAUTAS JUŠKUS	4	
6	VYTAUTAS JURGIS KADŽYS	5	
7	NINA PUTEIKIENĖ	21	
8	EGIDIJUS DRĖZAS	10	
9	NIJOLĖ GIEDRAITIENĖ	9	
10	KĘSTUTIS JUKNIS	8	
11	ELIGIJUS DZEŽULSKIS-DUONYS	7	
12	LAURA RADZEVIČIŪTĖ	27	
13	KĘSTUTIS KOPŪSTA	14	
14	RAIMONDAS TAMOŠAUSKAS	13	
15	VIDAS CIKANA	15	
16	ĄŽUOLAS JUOZAS ALEKSIŪNAS	96	
17	RŪTA ZABIELIENĖ	16	
18	GEDIMINAS AKELAITIS	26	
19	JŪRATĖ ZAPOLSKIENĖ	11	
20	ALFONSAS BUTĖ	12	
21	ŽYDRŪNĖ BALSYTĖ	39	
22	EVALDAS JURKEVIČIUS	17	
23	DARIUS TAMULIONIS	20	
24	LAIMA MEŠKAUSKIENĖ	22	
25	VALENTINAS ŠAPALAS	95	
26	GEDIMINAS BERŽINIS BERŽINSKAS	28	
27	ŽYDRŪNAS BANEVIČIUS	18	
28	ALVYDAS DIRSĖ	42	
29	NERIJUS STASIULIS	38	
30	ARTURAS JUŠKAUSKAS	37	
31	RAMUTĖ NALIVAIKIENĖ	25	
32	MARIJA KALADIENĖ	30	
33	ARŪNAS KRIAUČIŪNAS	55	
34	ALGIRDAS BACEVIČIUS	31	
35	PAULIUS VINKLERIS	23	
36	IRUTĖ GEDUTIENĖ	50	
37	GIEDRIUS GATAVECKAS	32	
38	AUGUSTAS VICHROVAS	53	4
39	DONATAS JANČARAS	29	
40	PRANAS KAVALIAUSKAS	19	
41	ALBINA KAVALIAUSKAITĖ	45	
42	DALIA RAMOŠKAITĖ	73	
43	VITALIJUS BALTUTIS	52	
44	GINTARĖ MIKUŠEVIČIENĖ	93	
45	ALFONSAS VILDŽIŪNAS	91	
46	ALGIS PADVELSKIS	35	
47	ALDONA IVOŠKIENĖ	24	
48	VYTAUTAS MACKONIS	89	
49	NIJOLĖ VALATKIENĖ	75	
50	VYTAUTAS STRAZDAUSKAS	94	
51	MODESTA MEDIŠAUSKAITĖ	76	
52	ASTA MUSTEIKIENĖ	59	
53	ALBINAS STANKUS	64	
54	JONAS JUKNIUS	51	
55	ROMUALDAS ČINGA	36	
56	JURGIS ZABILIUS	34	
57	VALERIJUS ŠABRAUSKAS	33	
58	VIKTORAS JENCIUS	41	
59	MINDAUGAS KONČIUS	77	
60	RIMANTAS JARUŠKEVIČIUS	63	
61	ARŪNAS SIMONAITIS	48	
62	NIKOLAJ VOINOV	57	
63	LIUDAS VEDECKIS	40	
64	SIGITAS KYNAS	86	
65	ROMUALDAS PETKEVIČIUS	92	
66	ARNOLDAS IVANAUSKAS	60	
67	BEATA GUREVIČIENĖ	69	
68	VLADAS RAIŠYS	46	
69	LAURAS PRANCKEVIČIUS	54	
70	JOLANTA KEBURIENĖ	70	
71	RAIMONDA BALTRUKĖNĖ	47	
72	KĘSTUTIS GUMBRYS	43	
73	ALVYDAS PADRIEZAS	65	
74	ALBINAS JUŠKEVIČIUS	87	
75	MINDAUGAS ANCIUS	80	
76	ANTANAS GIMBUTAS	67	
77	TOMAS ŠVAPLYS	71	
78	EUGENIJUS SKRUPSKELIS	90	
79	JURGITA BARAVYKIENĖ	72	
80	JUSTINAS URBANAVIČIUS	81	
81	REGINA DILNIKIENĖ	84	
82	JELENA ANDRIJANOVA	61	
83	ALGIRDAS VAIDOTAS	49	
84	ALMA BAGDONAVIČIENĖ	74	
85	REDA BYKOVIENĖ	83	
86	SANDRA ALDAKAUSKIENĖ	78	
87	ARTŪRAS TAMKUTONIS	44	
88	VINCAS BOTYRIUS	82	
89	ROMAS PAVOLAS	58	
90	VYTAUTAS VYŠTARTAS	85	
91	TADEUŠ POLITO	56	
92	EDVARDAS MICHALIOVAS	62	
93	JOLANTA PATAMSIENĖ	68	
94	MANTAS RAGULIS	79	
95	ALEKSANDRAS NEBOGINAS	88	
96	MINDAUGAS KRENCIUS	66	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Generalinis konsulatas Los Andžele (Nr.67) rinkimų apylinkė

Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	RITA TAMAŠUNIENĖ	1	
2	VANDA KRAVČIONOK	4	
3	ZBIGNEV JEDINSKIJ	5	
4	JAROSLAV NARKEVIČ	7	
5	MICHAL MACKEVIČ	3	
6	IRINA ROZOVA	2	
7	JAROSLAV KAMINSKI	9	
8	RENATA CYTACKA	14	
9	TADEUŠ ANDŽEJEVSKI	11	
10	ROMUALDA POŠEVECKAJA	8	
11	LEONARD TALMONT	138	
12	JUZEF KVETKOVSKIJ	6	
13	EDITA TAMOŠIŪNAITĖ	18	
14	RAFAEL MUKSINOV	10	
15	TADEUŠ ROMANOVSKIJ	33	
16	OLEG MARINIČ	12	
17	BOLESLAV DAŠKEVIČ	17	
18	MARIJA PUČ	13	
19	GŽEGOŽ SAKSON	41	
20	TAMARA ŠUKLINA	16	
21	JEŽY OBLOČINSKI	55	
22	ANTON BANDALEVIČ	60	
23	JAROSLAV VOITECHOVIČ	97	
24	DANUTA NARBUT	22	
25	ARTUR LIUDKOVSKI	30	
26	ZBIGNIEV MACIEJEVSKI	24	
27	GEDIMINAS JANAVIČIUS	15	
28	VLADISLAV KONDRATOVIČ	36	
29	DMITRIJ IKONIKOV	32	
30	VALERIJ KOČAN	109	
31	EDVARD TRUSEVIČ	25	
32	HENRIK TOMAŠEVIČ	77	
33	ANDREJ KUGMEROV	23	
34	TADEUŠ LAVRYNOVIČ	19	
35	TERESA SOLOVJOVA	26	
36	TERESA DEMEŠKO	27	
37	MARIJA SUCHOCKA	83	
38	ALEKSANDR FIODOROV	40	
39	MARIJA MATUSEVIČ	20	
40	ANTONIJ JUNDO	21	
41	TERESA BUTRIMOVIČ	113	
42	RASA TAMOŠIŪNIENĖ	29	
43	EDMUND ŠOT	139	
44	VALDEMAR RYBAK	52	
45	ANA JESVILIENĖ	105	
46	ANDŽEJ KULEVIČIUS	125	
47	DANUTA JANINA JUSEL	38	
48	VLADISLAV JEDINSKIJ	50	
49	OLEG DAVIDIUK	28	
50	VALDEMAR ŠELKOVSKI	49	
51	IVONA ČERNIAVSKA	31	
52	OLGA BELIAŠ	37	
53	MARIAN KUZBORSKI	100	
54	ŽANETA JANKOVSKA	45	
55	NATALJA VIKTOROVA	44	
56	TADEUŠ TUČKOVSKI	64	
57	ZBIGNEV SINKEVIČ	72	
58	ANA JANKOVSKA	54	
59	MARTA NARKUN	126	
60	TERESA BERŽANSKA	131	
61	RENATA JOKNIENĖ	108	
62	KRISTINA ZIMINSKA	34	
63	VIKTOR LOVČIK	39	
64	IRENA KARPAVIČIENĖ	35	
65	TERESA ANDRUŠKEVIČ	47	
66	ZBIGNEV VOLOCHOVIČ	116	
67	OLIA LUKAŠEVIČ	58	
68	IRENA BARANOVSKAJA	84	
69	ANA SERIKOVA	80	
70	EDVARD VORŠINSKI	85	
71	ANDŽELA DAILIDKO	132	
72	MARIJAN BUINICKAS	74	
73	FRANCIŠEK ŽEROMSKIJ	48	
74	RENATA MOROZ	75	
75	HENRICH KASPEROVIČ	46	
76	ALINA NARKEVIČ	122	
77	JOLANTA GARDŽIULIENĖ	137	
78	EVELINA SOLOVJOVA	78	
79	GITANA ŠABLINSKAJA	129	
80	SERGEJ ŠEPLIAKOV	51	
81	JAROSLAV URBANOVIČ	95	
82	REGINA ABLOM	43	
83	VALERIJ JEMELJANOV	90	
84	VACLAV VILKOIT	57	
85	TADEUŠAS PAVLOVSKIS	56	
86	ALICIJA PESLIAK	61	
87	ANA LASTOVSKA	110	
88	RYŠARD IGNATOVIČ	130	
89	ANA INGELEVIČ	94	
90	JOLANTA STANKEVIČ	42	
91	ANDRIUS ŠARĖJUS	73	
92	HENRIKAS KROPA	127	
93	JURIJUS ZARANKA	98	
94	ALINA RIZGELIENĖ	91	
95	ČESLAVA ZADRANOVIČ	99	
96	EDUARD TYŠKEVIČ	121	
97	MARINA TARAŠKEVIČ	86	
98	ČESLAVA LISOVSKA	103	
99	BEATA BARTOŠEVIČ	87	
100	JAROSLAV SYMONOVIČ	89	
101	LUCIJA LAVRYNOVIČ	101	
102	OSVALDAS KUZMICKAS	69	
103	TADEUŠ JARMOLOVIČ	104	
104	ELITA SINKEVIČ	67	
105	VASILIJ KARPOVIČ	92	
106	ANDREJ NEMEC	65	
107	IVONA ROMANOVSKA	102	
108	DANUTĖ RODZ	68	
109	JOLANTA RAČINSKA	96	
110	AIVARAS TRAINOVIČIUS	136	
111	JADVYGA KSENZOVA	53	
112	JUZEF VASILEVSKI	76	
113	VALERIJAN JUSIONIS	117	
114	ANŽELIKA ZENOVIČ	63	
115	DARIUŠ NEDVECKIS	123	
116	GRETA ZACHAREVIČ	71	
117	VIKTOR MARCINKEVIČ	81	
118	VALERJAN VITKOVSKIJ	112	
119	ELVYRA ŽUK	119	
120	BOŽENA KLIMENIUK	135	
121	JANINA ROGOŽINSKAJA	59	
122	JOLANTA KUZMICKA	79	
123	VESLAVA KODZ	115	
124	KRISTINA MIKOLAJŪNIENĖ	111	
125	ALBERTA STANISLAVA RUSKAN	133	
126	EMILIJA TŠETIAK	88	
127	TERESĖ RADŽIŪNIENĖ	134	
128	ANETA GRACJANA LAPCUN	62	
129	VITALIJ ŽEMOITIN	107	
130	DOROTA VAŠKOVIČ	120	
131	TATJANA SHATROUSKA	66	
132	STANISLAVAS JAKUTIS	70	
133	BEATA ZAJANKOVSKIENĖ	114	
134	MARIJA AŽUBALIENĖ	106	
135	ROKAS DAILYDĖ	128	
136	STASYS ŠPAKAUSKAS	93	
137	LEONIJA PETRAUSKAITĖ	82	
138	SABINA KARANKEVIČ	118	
139	VIOLETA DUDUTIENĖ	124	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Generalinis konsulatas Los Andžele (Nr.67) rinkimų apylinkė

Partija Tvarka ir teisingumas

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	REMIGIJUS ŽEMAITAITIS	1	
2	PETRAS GRAŽULIS	4	1
3	KĘSTUTIS PŪKAS	10	
4	KĘSTAS KOMSKIS	2	
5	RIMAS ANDRIKIS	3	
6	JUOZAS IMBRASAS	7	1
7	VYTAUTAS KAMBLEVIČIUS	5	
8	ONA VALIUKEVIČIŪTĖ	8	
9	ANDRIUS ŠEDŽIUS	17	
10	KĘSTUTIS TREČIOKAS	14	
11	JULIUS PANKA	21	
12	RIMAS ANTANAS RUČYS	6	
13	AUDRONĖ GALVONAITĖ	16	
14	ALGIMANTAS DUMBRAVA	13	
15	KĘSTUTIS BARTKEVIČIUS	9	
16	VYTAUTAS JUCIUS	26	
17	NATALJA ISTOMINA	18	
18	ARTŪRAS RAZBADAUSKAS	11	
19	AUŠRA RUČIENĖ	25	
20	ALMANTAS PETKUS	12	
21	EGIDIJUS SKARBALIUS	27	
22	TADAS BARTKUS	81	
23	ROMUALDAS VISOKAVIČIUS	15	1
24	VAIDAS BENDARAVIČIUS	50	
25	KĘSTUTIS KOMSKIS	40	
26	LORETA JAKINEVIČIENĖ	20	
27	ALGIRDAS MEIŽENIS	45	
28	SVETLANA BABUJEVA	42	
29	EGIDIJUS VILIMAS	140	
30	SIGITAS STONYS	70	
31	VIDMANTAS KARABINAS	19	
32	LINA ŠUKYTĖ	38	
33	NINA ŠESTERNIKOVA	35	
34	MARTYNAS GEDVILAS	48	
35	DOBILAS SINKEVIČIUS	24	
36	ALBINAS ŽYMANČIUS	39	
37	ALGIRDAS GENEVIČIUS	30	
38	AGNĖ PETRAVIČIENĖ	80	
39	GEDIMINAS IMBRASAS	56	
40	SILVERIJUS STATKUS	37	
41	EDITA RUDIENĖ	46	
42	VIDMANTAS MACEVIČIUS	23	
43	ALVYDAS MOCKUS	139	
44	RYŠARDAS BURDA	33	
45	RAIMUNDAS MARTINĖLIS	31	
46	GINTARAS ŠURKUS	36	
47	GEDIMINAS ONAITIS	28	1
48	JULIUS MORKŪNAS	29	1
49	MIGLĖ ŽUKAUSKAITĖ	138	
50	OSVALDAS KATINAS	44	
51	VALERIJONAS BERNOTAS	49	
52	SAULIUS ARLAUSKAS	32	
53	ROMUALDAS GĖGŽNAS	22	
54	KĘSTUTIS PETKUS	130	
55	AUDRONĖ BERESNEVIČIENĖ	52	
56	DALIA SKEBERDIENĖ	83	
57	DARIUS RADVILA	137	
58	STASYS VAINAUSKAS	47	
59	GEDIMINAS RUDŽIONIS	34	
60	DANIUS KANAUKA	100	
61	DONATAS MIZARAS	41	
62	DAIVA URBONAVIČIŪTĖ	61	
63	EDGARAS BERNOTAS	51	
64	SIGITAS ČINGA	43	
65	JURGITA SADAUSKAITĖ	77	
66	ANDRIUS JURKUS	102	
67	GINTARAS ALGIRDAS KALĖDA	121	
68	ILONA GYLYTĖ	91	
69	ALGIRDAS GUDAITIS	84	
70	ALGIMANTAS ADOMAITIS	88	
71	RAIMONDA KAROSAITĖ	55	
72	JŪRATĖ ŠIVICKIENĖ	53	
73	JULIJA MELNIKOVA	105	
74	ROMUALDAS DUMČIUS	74	
75	DAIVA JUKNEVIČIENĖ	63	
76	RENAT BRALKOVSKIJ	78	
77	RYTIS JANKAUSKAS	60	
78	LAIMONAS NORVILIS	131	
79	KAZIMIERAS DURA	67	
